Time,TZ,BL1.5LBA50CF1oo2_2JT01TValue,BL1.5LBA50CF1oo2_1JT01TValue,BL1.5LBA50CF1oo2_1oo2_JT01TValue,BL1.5LBA60CF1oo2_1oo2_JT01TValue,BL1.5LBA60CF1oo2_2JT01TValue,BL1.5LBA60CF1oo2_1JT01TValue,BL1.4LBB10FP905_ZE02U,BL1.4LBB10FP905_ZE01U,BL1.4LBB10FT905_ZE01U,BL1.BOP_5MAC10CP001_AI_JT01TValue,BL1.BOP_5MAC10CT001_AI_JT01TValue,BL1.BOP_5MAC20CP001_AI_JT01TValue,BL1.BOP_5MAC20CT001_AI_JT01TValue,BL1.BOP_5MAC30CP001_AI_JT01TValue,BL1.BOP_5MAC30CT001_AI_JT01TValue,BL1.BOP_5MAC40CP001_AI_JT01TValue,BL1.BOP_5MAC40CT001_AI_JT01TValue,BL1.4MAC10FT950_ZE01U,BL1.4MAM10CP010_XE01U,BL1.5LCA10FP920_ZE02U
#!Units,,kg/s,kg/s,kg/s,kg/s,kg/s,kg/s,barg,Bar,deg C,bar,deg C,bar,deg C,bar,deg C,bar,deg C,deg C,barg,bara
#!Description,Time Zone Information,FLOW AT SUPERHEATER 1 OUTPUT,FLOW AT SUPERHEATER 1 OUTPUT,FLOW AT SUPERHEATER 1 OUTPUT,FLOW AT SUPERHEATER 2 OUTPUT,FLOW AT SUPERHEATER 2 OUTPUT,FLOW AT SUPERHEATER 2 OUTPUT,LPT Pressure Inlet Steam,LPT Pressure LP Inlet Steam,LPT Inlet Steam Temperature ,PRESSURE FROM EXHAUST LP TURBINE TO DEAERATOR,TEMPERATURE FROM EXHAUST LP TURBINE TO DEAERATOR,PRESSURE FROM EXHAUST LP TURBINE TO LP3 PREHEATERS,TEMPERATURE FROM EXHAUST LP TURBINE TO LP3 PREHEATERS,LP ST EXTRACTION TO LP PREHEATER 2 PRESSURE,LP ST EXTRACTION TO LP PREHEATER 2 TEMPERATURE,LP ST EXTRACTION TO LP PREHEATER 1 PRESSURE,LP ST EXTRACTION TO LP PREHEATER 1 TEMPERATURE,LPT Exhaust Temperature,Pressure Leak Off Steam,Condenser Pressure
53:00.0,+02:00,24.7149,24.9484,24.8317,24.0544,24.0517,24.036,13.1932,13.1977,362.718,7.5778,309.7493,2.6609,225.8912,0.4117,102.6487,-0.2711,69.6745,31.184,-0.0441,0.0437
54:00.0,+02:00,24.6815,24.9502,24.8158,24.0971,24.0789,24.0789,13.2013,13.2058,362.7018,7.5778,309.7656,2.6578,225.8333,0.4106,102.5731,-0.2721,69.5964,31.1298,-0.0443,0.0437
55:00.0,+02:00,24.6543,24.9335,24.7939,24.1127,24.0876,24.0707,13.1905,13.1941,362.5227,7.5709,309.7005,2.6574,225.7639,0.4105,102.4837,-0.272,69.5443,31.0755,-0.0443,0.0435
56:00.0,+02:00,24.7317,24.9262,24.8289,24.0462,24.045,24.0568,13.2076,13.2113,362.6041,7.5804,309.9446,2.6689,225.787,0.414,102.4837,-0.2706,69.6354,31.0864,-0.0445,0.0436
57:00.0,+02:00,24.6884,24.9899,24.8391,24.075,24.0727,24.0518,13.1606,13.1624,362.5715,7.5563,309.847,2.6622,225.8218,0.4125,102.5043,-0.2708,69.6159,31.0864,-0.0446,0.0436
58:00.0,+02:00,24.7127,24.9515,24.8321,24.0381,24.0625,24.0272,13.2104,13.2131,362.6041,7.5842,309.9284,2.681,225.9491,0.4182,102.5731,-0.2689,69.7656,31.1406,-0.0443,0.0437
59:00.0,+02:00,24.6314,24.9159,24.7737,24.0406,23.9918,24.0271,13.2194,13.2239,362.6041,7.5873,309.9446,2.6848,226.0648,0.4197,102.6143,-0.2683,69.8307,31.1406,-0.0443,0.0438
00:00.0,+02:00,24.7273,24.9466,24.8369,24.0286,24.0361,24.0204,13.2257,13.2294,362.7994,7.5962,309.9935,2.688,226.1343,0.4207,102.7036,-0.2679,69.8763,31.1949,-0.0443,0.0438
01:00.0,+02:00,24.6948,24.8723,24.7835,24.034,24.0224,24.0681,13.242,13.2465,362.9296,7.6101,309.9446,2.6924,226.1921,0.4219,102.7724,-0.2677,69.8763,31.1298,-0.0446,0.044
02:00.0,+02:00,24.6622,24.9272,24.7947,24.0449,24.0367,24.0616,13.2375,13.2402,362.7668,7.6082,309.9284,2.6915,226.2384,0.4214,102.8067,-0.2677,69.8893,31.184,-0.0446,0.044
03:00.0,+02:00,24.6953,24.8898,24.7925,24.0387,24.0498,24.008,13.2402,13.2429,362.8808,7.6126,309.9121,2.6915,226.2963,0.4214,102.8205,-0.2678,69.8763,31.184,-0.0445,0.0438
04:00.0,+02:00,24.6928,24.8704,24.7816,24.0385,24.0533,24.0062,13.2492,13.2529,362.6692,7.6152,309.8633,2.6909,226.2732,0.4214,102.8273,-0.2677,69.8958,31.184,-0.0443,0.0438
05:00.0,+02:00,24.6796,24.8911,24.7854,24.0568,24.0306,24.045,13.2456,13.2483,362.6692,7.6164,309.8145,2.6883,226.2269,0.4204,102.8411,-0.2682,69.8763,31.1949,-0.0444,0.0438
06:00.0,+02:00,24.6646,24.9088,24.7867,23.9744,23.9932,23.9893,13.1642,13.1661,362.7994,7.5753,309.8145,2.6628,226.1921,0.4131,102.8411,-0.2704,69.7331,31.1949,-0.0445,0.0437
07:00.0,+02:00,24.649,24.9637,24.8063,24.0627,24.0657,24.0644,13.2393,13.242,362.539,7.6095,309.8633,2.68,226.1227,0.4173,102.7861,-0.2695,69.7396,31.1406,-0.0443,0.0438
08:00.0,+02:00,24.6869,24.8932,24.7901,24.0507,24.0362,24.0636,13.2465,13.2492,362.6204,7.6133,309.6842,2.6861,226.0995,0.4197,102.7724,-0.2687,69.7917,31.184,-0.044,0.044
09:00.0,+02:00,24.6901,24.8808,24.7854,24.018,24.0406,24.0275,13.2501,13.2556,362.6855,7.612,309.7656,2.6842,226.1574,0.4191,102.7861,-0.2686,69.8112,31.184,-0.0445,0.0439
10:00.0,+02:00,24.6712,24.8971,24.7842,24.0284,24.0169,24.0195,13.2366,13.2402,362.7018,7.6032,309.7493,2.6804,226.1343,0.4178,102.7724,-0.2691,69.7917,31.1949,-0.0445,0.0439
11:00.0,+02:00,24.6994,24.9867,24.8431,24.0254,24.015,24.0346,13.2375,13.2402,362.6529,7.6051,309.847,2.68,226.0995,0.4181,102.7174,-0.2692,69.7591,31.184,-0.0445,0.0438
12:00.0,+02:00,24.7474,24.8937,24.8206,24.0145,24.0321,23.9928,13.2221,13.2248,362.6366,7.5937,309.847,2.6781,226.0764,0.4173,102.7174,-0.2692,69.7721,31.1949,-0.0445,0.0438
13:00.0,+02:00,24.6646,24.8722,24.7684,24.0526,24.032,24.0307,13.2149,13.2194,362.897,7.5899,309.8958,2.6794,226.1343,0.4178,102.7036,-0.2691,69.7721,31.184,-0.0447,0.044
14:00.0,+02:00,24.7105,24.8986,24.8046,24.0104,23.9875,24.0019,13.2104,13.2149,362.6366,7.5867,309.8958,2.6784,226.1574,0.4178,102.7174,-0.2689,69.7917,31.1298,-0.0447,0.044
15:00.0,+02:00,24.6647,24.8971,24.7809,24.0307,24.0451,24.0255,13.1878,13.1932,362.6855,7.5753,309.8958,2.6702,226.2384,0.4152,102.7724,-0.2695,69.7721,31.1298,-0.0446,0.0439
16:00.0,+02:00,24.6285,24.9314,24.7799,24.0311,24.0422,24.02,13.1507,13.1516,362.8319,7.5544,309.9772,2.6549,226.1227,0.4102,102.7449,-0.2715,69.5833,31.0755,-0.0445,0.0437
17:00.0,+02:00,24.6862,24.9186,24.8024,24.0273,24.0222,24.0314,13.1733,13.1787,362.6855,7.5595,309.9772,2.6613,226.0533,0.4123,102.7105,-0.2708,69.6289,31.0864,-0.0443,0.0438
18:00.0,+02:00,24.6047,24.9233,24.764,24.1097,24.0915,24.081,13.1905,13.1932,362.5553,7.5747,310.026,2.6724,226.0185,0.4158,102.7174,-0.2696,69.694,31.1298,-0.0441,0.0439
19:00.0,+02:00,24.6919,24.8721,24.782,24.0284,24.0558,23.9944,13.185,13.1887,362.6855,7.5683,310.0749,2.6718,226.1111,0.4158,102.7517,-0.2695,69.7591,31.1298,-0.0443,0.0438
20:00.0,+02:00,24.7061,24.9502,24.8282,23.9802,23.956,23.9835,13.1923,13.195,362.9784,7.574,310.1074,2.6756,226.1806,0.417,102.7449,-0.2691,69.7591,31.1298,-0.0443,0.0438
21:00.0,+02:00,24.7391,24.8997,24.8194,24.0073,24.0128,24.0023,13.1859,13.1887,362.7343,7.5721,310.14,2.6858,226.2269,0.4204,102.8067,-0.2676,69.8307,31.1298,-0.0442,0.0438
22:00.0,+02:00,24.7136,24.9252,24.8194,24.0248,24.0144,23.983,13.1787,13.1832,362.8482,7.581,310.1074,2.7074,226.4236,0.4283,102.9442,-0.2646,70.026,31.1298,-0.0443,0.044
23:00.0,+02:00,24.7169,24.8997,24.8083,24.0182,24.0381,24.0068,13.1995,13.2031,362.6855,7.6,310.0586,2.7214,226.713,0.4334,103.1366,-0.2626,70.2539,31.2383,-0.0446,0.0443
24:00.0,+02:00,24.6951,24.8543,24.7747,24.0208,24.0518,24.0073,13.1896,13.1941,362.5553,7.5987,309.9284,2.694,226.9097,0.4245,103.2534,-0.2659,70.1497,31.2492,-0.0445,0.0442
25:00.0,+02:00,24.6854,24.8525,24.7689,23.9935,24.0024,23.9959,13.0973,13.1064,362.7994,7.512,309.7493,2.6275,226.6204,0.4036,103.1984,-0.273,69.7786,31.1949,-0.045,0.0438
26:00.0,+02:00,24.626,24.8727,24.7493,24.0564,24.0536,24.0405,13.1661,13.1706,362.539,7.5607,309.6191,2.6164,226.1227,0.397,102.9648,-0.2768,69.2839,31.0864,-0.0444,0.0434
27:00.0,+02:00,24.6938,24.9287,24.8113,23.9655,23.9674,23.9478,13.1823,13.1878,362.6692,7.5563,309.6191,2.61,225.6597,0.393,102.5731,-0.2787,69.0625,30.9128,-0.0443,0.0433
28:00.0,+02:00,24.6077,24.9093,24.7585,24.0079,24.0162,23.9979,13.1751,13.1787,362.5878,7.5392,309.7819,2.6081,225.2546,0.3927,102.202,-0.2791,68.9844,30.9128,-0.0444,0.0432
29:00.0,+02:00,24.6208,24.8936,24.7572,24.0436,24.0556,24.0164,13.1859,13.1887,362.7343,7.543,310.0586,2.6453,225.1968,0.4056,102.0164,-0.2741,69.2057,30.9779,-0.0443,0.0434
30:00.0,+02:00,24.6951,24.9314,24.8132,23.9734,23.9643,23.98,13.204,13.2067,362.425,7.562,310.2213,2.6969,225.5556,0.4237,102.1058,-0.2668,69.7266,31.0755,-0.0445,0.0437
31:00.0,+02:00,24.7662,24.8837,24.825,23.9918,23.9801,23.9631,13.2113,13.2149,362.9459,7.5867,310.4329,2.724,226.1227,0.4345,102.4494,-0.2619,70.2214,31.184,-0.0443,0.0442
32:00.0,+02:00,24.6712,24.8893,24.7802,23.9721,23.959,23.9773,13.2402,13.2438,362.8319,7.612,310.4329,2.7115,226.5741,0.4298,102.8205,-0.2641,70.2669,31.1949,-0.0445,0.0441
33:00.0,+02:00,24.6967,24.9358,24.8162,23.9449,23.9489,23.962,13.2348,13.2384,362.718,7.6095,310.3516,2.6813,226.5046,0.4191,102.951,-0.2687,69.9544,31.1949,-0.0442,0.044
34:00.0,+02:00,24.6539,24.9099,24.7819,23.9766,23.9914,23.9652,13.2366,13.2402,362.9133,7.607,310.2539,2.6555,226.2269,0.4099,102.8548,-0.2726,69.5833,31.1406,-0.0444,0.0437
35:00.0,+02:00,24.6917,24.8954,24.7936,23.993,23.975,23.9593,13.1814,13.1859,362.9296,7.5734,310.1725,2.6291,225.8796,0.4003,102.6212,-0.2758,69.2904,31.0213,-0.0443,0.0434
36:00.0,+02:00,24.6774,24.8525,24.7649,24.0053,24.0198,23.9962,13.2348,13.2402,362.6529,7.5873,310.1563,2.6399,225.6134,0.4026,102.3806,-0.2752,69.2904,30.967,-0.0443,0.0435
37:00.0,+02:00,24.6767,24.9001,24.7884,23.9868,24.0005,23.973,13.2447,13.2483,362.8157,7.5867,310.2213,2.6428,225.382,0.4038,102.202,-0.2752,69.2839,31.0213,-0.0443,0.0437
38:00.0,+02:00,24.6058,24.8541,24.7299,24.0459,24.074,24.0177,13.2284,13.233,362.8319,7.5734,310.3841,2.6543,225.4051,0.4087,102.1058,-0.273,69.388,31.0321,-0.0443,0.0437
39:00.0,+02:00,24.6982,24.8877,24.793,23.9843,23.9889,23.9798,13.2212,13.2239,362.5715,7.5715,310.5469,2.6635,225.4861,0.412,102.1676,-0.2714,69.5313,31.0755,-0.0443,0.0439
40:00.0,+02:00,24.6735,24.9389,24.8062,24.0268,24.0308,24.0229,13.223,13.2284,362.6692,7.5753,310.6608,2.6804,225.6597,0.4181,102.2776,-0.2691,69.7005,31.1298,-0.0441,0.0439
41:00.0,+02:00,24.6974,24.8935,24.7954,24.0209,24.0215,24.0202,13.2194,13.2239,362.6529,7.5785,310.7259,2.6905,225.9259,0.4219,102.47,-0.267,69.8633,31.1298,-0.0442,0.044
42:00.0,+02:00,24.7325,24.9403,24.8364,24.0135,24.0272,23.9997,13.2131,13.2167,362.8319,7.5867,310.7422,2.6924,226.1343,0.4222,102.6418,-0.2668,69.9284,31.1298,-0.0442,0.0441
43:00.0,+02:00,24.7249,24.9106,24.8177,24.0363,24.0396,24.033,13.2176,13.2212,363.0923,7.593,310.5794,2.6915,226.2732,0.4219,102.793,-0.2673,69.8958,31.1298,-0.0446,0.044
44:00.0,+02:00,24.6881,24.8974,24.7928,24.0869,24.0889,24.0849,13.2104,13.2149,363.0923,7.5962,310.6282,2.6915,226.4005,0.4216,102.8617,-0.2673,69.8958,31.1406,-0.0446,0.044
45:00.0,+02:00,24.72,24.966,24.843,24.0373,24.0294,24.0451,13.1878,13.1932,362.9296,7.5892,310.498,2.6864,226.4236,0.4199,102.9442,-0.268,69.8047,31.0755,-0.0446,0.0438
46:00.0,+02:00,24.7335,24.9625,24.848,24.0891,24.0839,24.0943,13.2104,13.2158,363.0761,7.6,310.3841,2.6959,226.5162,0.4235,102.9854,-0.2666,69.9219,31.1298,-0.0443,0.0441
47:00.0,+02:00,24.7419,24.9421,24.842,24.0697,24.0942,24.0353,13.2239,13.2294,363.1737,7.6095,310.2376,2.7007,226.5972,0.4252,103.0678,-0.2658,69.987,31.184,-0.0443,0.0442
48:00.0,+02:00,24.7661,24.9507,24.8565,24.0799,24.0427,24.0728,13.2176,13.2212,362.9784,7.607,310.1563,2.6912,226.6551,0.422,103.1297,-0.267,69.9414,31.1949,-0.0443,0.0442
49:00.0,+02:00,24.751,24.8963,24.8237,24.092,24.1058,24.1215,13.2257,13.2284,363.1249,7.6126,310.026,2.6874,226.5972,0.4205,103.1572,-0.2678,69.8633,31.184,-0.0441,0.0441
50:00.0,+02:00,24.7387,24.9638,24.8338,24.1436,24.0781,24.0951,13.2194,13.2221,363.0761,7.6051,309.9284,2.6788,226.5625,0.4178,103.1366,-0.2688,69.8112,31.1406,-0.0444,0.0442
51:00.0,+02:00,24.6998,24.9511,24.8254,24.1393,24.1592,24.1501,13.2104,13.2149,363.2388,7.6019,309.8633,2.6753,226.5046,0.4166,103.0953,-0.2693,69.7331,31.1406,-0.0441,0.0441
52:00.0,+02:00,24.7309,24.9691,24.85,24.0559,24.0712,24.0751,13.214,13.2158,363.1412,7.593,309.8958,2.6714,226.412,0.4152,103.0541,-0.2699,69.7135,31.184,-0.0445,0.0442
53:00.0,+02:00,24.7244,24.9666,24.8455,24.0987,24.0979,24.1032,13.214,13.2194,363.2063,7.5956,309.8633,2.6756,226.3542,0.4166,102.9991,-0.2696,69.7005,31.1298,-0.0445,0.0441
54:00.0,+02:00,24.7238,24.9451,24.8344,24.0715,24.0656,24.1088,13.2366,13.2402,363.2226,7.6089,309.9121,2.6851,226.4005,0.4196,102.9854,-0.2685,69.7656,31.1298,-0.0446,0.0442
55:00.0,+02:00,24.7015,24.9123,24.8069,24.089,24.0944,24.0747,13.1561,13.1624,363.3202,7.5639,309.9772,2.6708,226.4699,0.416,103.0197,-0.2692,69.7591,31.1298,-0.0443,0.0441
56:00.0,+02:00,24.7558,24.9456,24.8507,24.0374,24.0346,24.0477,13.2357,13.2402,363.1737,7.6089,309.9772,2.6931,226.5278,0.4222,103.0953,-0.2673,69.8307,31.1298,-0.0444,0.0442
57:00.0,+02:00,24.6785,24.888,24.7833,24.0698,24.087,24.1001,13.2511,13.2538,363.4179,7.6164,309.9446,2.6975,226.5857,0.4237,103.1228,-0.2668,69.9219,31.1949,-0.0444,0.0444
58:00.0,+02:00,24.7225,24.9451,24.8338,24.0502,24.0634,24.0307,13.2565,13.2583,363.3853,7.6215,309.9935,2.6988,226.6551,0.4242,103.1641,-0.2666,69.9414,31.2383,-0.0442,0.0445
59:00.0,+02:00,24.7628,24.9212,24.842,24.0609,24.0122,24.0266,13.2655,13.2691,363.1574,7.6285,310.026,2.7023,226.713,0.4252,103.1984,-0.266,69.9609,31.2492,-0.0441,0.0446
00:00.0,+02:00,24.7421,24.9621,24.8521,24.0351,24.025,24.021,13.2619,13.2664,363.4016,7.6285,310.026,2.6963,226.6551,0.4234,103.2259,-0.2669,69.9544,31.2383,-0.0441,0.0445
01:00.0,+02:00,24.743,24.9421,24.8426,24.003,24.0402,24.0533,13.2836,13.289,363.0435,7.6418,310.0586,2.7023,226.6204,0.4249,103.219,-0.2665,69.9609,31.2926,-0.0439,0.0445
02:00.0,+02:00,24.6936,24.9594,24.8265,24.0284,24.02,24.0187,13.2809,13.2845,363.0435,7.638,310.0098,2.6972,226.632,0.4235,103.1984,-0.2668,69.9674,31.2926,-0.0438,0.0445
03:00.0,+02:00,24.7266,24.8863,24.8064,24.0389,24.0282,24.0753,13.2782,13.2809,363.0761,7.6373,309.9772,2.6912,226.5278,0.4213,103.1641,-0.268,69.8568,31.2383,-0.044,0.0444
04:00.0,+02:00,24.6807,24.8915,24.7861,24.0385,24.0386,24.0308,13.2836,13.2854,363.0435,7.6399,309.9772,2.694,226.4815,0.4223,103.116,-0.2676,69.8633,31.2383,-0.044,0.0445
05:00.0,+02:00,24.7312,24.9329,24.8321,23.9935,23.9829,23.9619,13.1932,13.1986,362.9784,7.5937,309.9284,2.6746,226.4815,0.4167,103.0953,-0.2692,69.7721,31.2383,-0.0442,0.0442
06:00.0,+02:00,24.6884,24.928,24.8082,24.0397,24.0231,24.0585,13.2601,13.2655,362.9784,7.6272,309.9446,2.6953,226.4699,0.4228,103.0953,-0.2674,69.8307,31.2492,-0.0443,0.0445
07:00.0,+02:00,24.7514,24.9505,24.851,24.0025,24.0562,24.0339,13.2628,13.2664,362.9296,7.624,309.9446,2.6991,226.5162,0.4245,103.0953,-0.2665,69.9284,31.2709,-0.0442,0.0445
08:00.0,+02:00,24.7333,24.9494,24.8413,24.0046,24.0451,24.0084,13.2447,13.2492,362.9622,7.6133,309.9284,2.6956,226.5972,0.4234,103.1366,-0.2667,69.9609,31.2926,-0.0443,0.0445
09:00.0,+02:00,24.7427,24.9523,24.8475,24.002,24.066,24.0201,13.2447,13.2483,362.9296,7.6145,309.9935,2.6963,226.6204,0.4237,103.1572,-0.2668,69.9414,31.2383,-0.0443,0.0445
10:00.0,+02:00,24.7015,24.9045,24.803,24.0957,24.0894,24.0448,13.2275,13.2312,362.9947,7.6051,310.0098,2.6912,226.6435,0.422,103.1847,-0.267,69.9219,31.3034,-0.0443,0.0445
11:00.0,+02:00,24.7176,24.9273,24.8224,24.0429,24.0603,24.038,13.2321,13.2357,363.3202,7.6063,310.026,2.6915,226.6551,0.422,103.1984,-0.2672,69.9219,31.2926,-0.0446,0.0445
12:00.0,+02:00,24.7627,24.9369,24.8498,24.0743,24.0507,24.0586,13.2239,13.2266,363.3202,7.6032,309.9772,2.6924,226.713,0.4226,103.1984,-0.2668,69.9414,31.2926,-0.0442,0.0445
13:00.0,+02:00,24.6777,24.966,24.8219,24.0897,24.0638,24.0586,13.223,13.2266,363.2063,7.6063,310.026,2.6915,226.794,0.422,103.2259,-0.267,69.9284,31.2926,-0.0443,0.0446
14:00.0,+02:00,24.7274,24.9162,24.8218,24.084,24.0855,24.0737,13.2257,13.2303,363.3853,7.6032,309.9772,2.6858,226.6898,0.4201,103.2259,-0.268,69.8763,31.3577,-0.0444,0.0445
15:00.0,+02:00,24.7154,24.9304,24.8229,24.0737,24.1039,24.0619,13.1362,13.1407,363.1086,7.5645,309.9772,2.6638,226.7014,0.4135,103.2259,-0.2701,69.7266,31.2926,-0.0443,0.0444
16:00.0,+02:00,24.6974,24.9661,24.8318,24.0884,24.0675,24.0504,13.2203,13.2257,363.4179,7.6057,310.0098,2.6848,226.6204,0.4197,103.2603,-0.268,69.7982,31.3577,-0.0442,0.0448
17:00.0,+02:00,24.7048,24.9408,24.8228,24.036,24.0155,24.0589,13.2176,13.2221,363.2877,7.5962,309.9284,2.6784,226.6435,0.4176,103.2259,-0.2687,69.8112,31.3468,-0.0445,0.0446
18:00.0,+02:00,24.7247,24.9397,24.8322,24.0415,24.0677,24.0414,13.2194,13.2248,363.483,7.5987,309.9772,2.6772,226.5972,0.4173,103.1847,-0.2692,69.7656,31.3468,-0.0443,0.0448
19:00.0,+02:00,24.6466,24.8983,24.7725,24.0979,24.094,24.0927,13.2149,13.2176,363.3039,7.5924,310.026,2.674,226.5394,0.4163,103.1572,-0.2695,69.7396,31.3577,-0.0444,0.0445
20:00.0,+02:00,24.7072,24.9406,24.8239,24.0424,24.0603,24.0327,13.2113,13.2158,363.3853,7.5905,310.0586,2.674,226.5046,0.4163,103.116,-0.2693,69.7396,31.3577,-0.0442,0.0446
21:00.0,+02:00,24.7051,24.9018,24.8035,24.0677,24.0739,24.0424,13.2194,13.2221,363.369,7.5899,310.14,2.6756,226.5162,0.4167,103.1022,-0.2691,69.7656,31.3468,-0.0443,0.0446
22:00.0,+02:00,24.7817,24.96,24.8708,24.0218,24.0286,24.0023,13.2212,13.2257,363.4179,7.5924,310.2539,2.6721,226.5278,0.4155,103.0816,-0.2698,69.7396,31.3468,-0.0447,0.0446
23:00.0,+02:00,24.706,24.8843,24.7952,24.0457,24.0213,24.0199,13.2402,13.2447,363.3365,7.6006,310.2702,2.6737,226.4815,0.416,103.0335,-0.2698,69.707,31.3468,-0.0442,0.0446
24:00.0,+02:00,24.6897,24.8877,24.7887,24.0764,24.0773,24.0287,13.2312,13.2357,363.2388,7.5956,310.3841,2.6638,226.3889,0.4125,102.9785,-0.271,69.6615,31.4119,-0.0443,0.0446
25:00.0,+02:00,24.6431,24.8595,24.7513,24.0604,24.0726,24.0201,13.1905,13.195,363.2388,7.574,310.3841,2.6466,226.2384,0.407,102.896,-0.273,69.4661,31.2926,-0.0449,0.0445
26:00.0,+02:00,24.7014,24.8784,24.7899,23.9948,24.0275,23.9881,13.2294,13.2312,363.4504,7.5829,310.5794,2.6495,226.0995,0.4071,102.7861,-0.2733,69.4336,31.3251,-0.0448,0.0445
27:00.0,+02:00,24.687,24.9152,24.8011,24.0441,24,24.0183,13.2357,13.2375,363.0923,7.5835,310.7259,2.6549,226.007,0.409,102.6418,-0.2726,69.4727,31.3034,-0.0444,0.0445
28:00.0,+02:00,24.7248,24.9582,24.8415,23.9894,23.9689,23.9834,13.2303,13.2339,363.4179,7.5797,310.8073,2.6609,226.0185,0.4114,102.6143,-0.2714,69.5703,31.3577,-0.0441,0.0445
29:00.0,+02:00,24.6925,24.8695,24.781,23.9919,23.9917,23.9707,13.2321,13.2339,363.6132,7.581,310.9049,2.6689,226.0648,0.4143,102.6143,-0.2701,69.6484,31.3468,-0.0443,0.0445
30:00.0,+02:00,24.6768,24.9325,24.8047,24.0057,23.9936,23.9936,13.2239,13.2284,363.4992,7.5772,310.9212,2.6683,226.1574,0.4138,102.6899,-0.2703,69.694,31.4119,-0.0443,0.0445
31:00.0,+02:00,24.6631,24.8742,24.7687,24.0309,24.0299,24.0233,13.2275,13.2312,363.5318,7.5829,311.0352,2.6746,226.1806,0.4158,102.7174,-0.2699,69.694,31.3577,-0.0445,0.0445
32:00.0,+02:00,24.6333,24.8562,24.7447,24.0512,24.0321,24.0307,13.2357,13.2393,363.4504,7.5911,311.0677,2.6794,226.2732,0.4175,102.7724,-0.2689,69.7591,31.3468,-0.0447,0.0448
33:00.0,+02:00,24.6432,24.9029,24.7731,24.0125,24.0135,23.9911,13.2203,13.2248,363.0923,7.5873,311.084,2.68,226.331,0.4181,102.8136,-0.2686,69.7917,31.3468,-0.0444,0.0448
34:00.0,+02:00,24.6715,24.8722,24.7719,24.0082,24.0325,23.9931,13.2402,13.2447,363.5318,7.6032,311.0026,2.6858,226.4005,0.4196,102.8823,-0.2682,69.8242,31.4119,-0.0445,0.0448
35:00.0,+02:00,24.6503,24.8641,24.7572,24.0122,24.0335,24.0243,13.1932,13.1941,363.2388,7.5373,310.97,2.6613,226.4468,0.4128,102.9304,-0.2696,69.8242,31.4011,-0.0444,0.0448
36:00.0,+02:00,24.6642,24.8792,24.7717,23.9679,23.9909,23.9686,13.2185,13.2239,363.2063,7.5962,310.8235,2.6737,226.4583,0.4153,102.951,-0.2699,69.668,31.3468,-0.0442,0.0445
37:00.0,+02:00,24.6955,24.8987,24.7971,23.9746,24.0011,23.9434,13.223,13.2266,363.1737,7.5911,310.8398,2.6721,226.3542,0.4152,102.9235,-0.27,69.7135,31.3577,-0.0445,0.0446
38:00.0,+02:00,24.6935,24.8823,24.7879,23.9538,23.9553,23.975,13.2158,13.2194,363.19,7.5899,310.791,2.6708,226.3658,0.4147,102.9098,-0.27,69.7005,31.2926,-0.0446,0.0445
39:00.0,+02:00,24.6389,24.8592,24.7491,24.0033,23.9895,23.9947,13.2131,13.2194,363.2388,7.5867,310.8073,2.6705,226.2963,0.4146,102.8754,-0.2699,69.694,31.3034,-0.0446,0.0445
40:00.0,+02:00,24.6762,24.8414,24.7588,24.0233,24.0427,24.0427,13.2113,13.2158,363.1249,7.5873,310.6608,2.6756,226.3079,0.4167,102.8617,-0.2692,69.7331,31.3034,-0.0443,0.0446
41:00.0,+02:00,24.6796,24.8291,24.7543,23.9834,23.9683,23.9657,13.2095,13.2131,363.19,7.5861,310.6282,2.6756,226.3542,0.4166,102.8892,-0.2689,69.7786,31.3468,-0.0446,0.0445
42:00.0,+02:00,24.6847,24.8447,24.7647,23.9993,23.9864,23.9483,13.1995,13.2031,363.2551,7.5778,310.6608,2.6737,226.3889,0.4163,102.9442,-0.2689,69.7721,31.3577,-0.0443,0.0448
43:00.0,+02:00,24.609,24.8765,24.7427,23.9879,24.0254,23.9781,13.1995,13.2031,363.1249,7.5772,310.6608,2.6724,226.4468,0.4158,102.9785,-0.2692,69.7786,31.3468,-0.0445,0.0446
44:00.0,+02:00,24.6536,24.8463,24.7499,24.0101,24.0309,24.0362,13.1796,13.1841,363.1249,7.5683,310.6608,2.6718,226.412,0.4155,102.9648,-0.2695,69.7396,31.3034,-0.0446,0.0446
45:00.0,+02:00,24.6399,24.8654,24.7526,23.969,23.9751,23.9988,13.0684,13.0729,363.2063,7.5171,310.6282,2.6479,226.4468,0.409,102.9854,-0.2711,69.6354,31.2926,-0.0443,0.0445
46:00.0,+02:00,24.6397,24.8927,24.7662,24.0012,24.0248,23.9841,13.1543,13.1561,363.0761,7.5519,310.6445,2.6619,226.4815,0.4125,103.0335,-0.2701,69.6745,31.3577,-0.0444,0.0448
47:00.0,+02:00,24.6094,24.8244,24.7169,24.0062,24.0383,24.0055,13.1652,13.1697,363.0598,7.5576,310.5957,2.6603,226.3658,0.412,102.9785,-0.2706,69.6615,31.2926,-0.0449,0.0446
48:00.0,+02:00,24.6321,24.8078,24.7199,24.0154,24.0154,24.0036,13.1597,13.1652,363.1086,7.5544,310.6445,2.6619,226.3542,0.4123,102.9304,-0.2704,69.6354,31.3577,-0.0445,0.0446
