Time,TZ,BL1.5LBA50CF1oo2_2JT01TValue,BL1.5LBA50CF1oo2_1JT01TValue,BL1.5LBA50CF1oo2_1oo2_JT01TValue,BL1.5LBA60CF1oo2_1oo2_JT01TValue,BL1.5LBA60CF1oo2_2JT01TValue,BL1.5LBA60CF1oo2_1JT01TValue,BL1.4LBB10FP905_ZE02U,BL1.4LBB10FP905_ZE01U,BL1.4LBB10FT905_ZE01U,BL1.BOP_5MAC10CP001_AI_JT01TValue,BL1.BOP_5MAC10CT001_AI_JT01TValue,BL1.BOP_5MAC20CP001_AI_JT01TValue,BL1.BOP_5MAC20CT001_AI_JT01TValue,BL1.BOP_5MAC30CP001_AI_JT01TValue,BL1.BOP_5MAC30CT001_AI_JT01TValue,BL1.BOP_5MAC40CP001_AI_JT01TValue,BL1.BOP_5MAC40CT001_AI_JT01TValue,BL1.4MAC10FT950_ZE01U,BL1.4MAM10CP010_XE01U,BL1.5LCA10FP920_ZE02U
#!Units,,kg/s,kg/s,kg/s,kg/s,kg/s,kg/s,barg,Bar,deg C,bar,deg C,bar,deg C,bar,deg C,bar,deg C,deg C,barg,bara
#!Description,Time Zone Information,FLOW AT SUPERHEATER 1 OUTPUT,FLOW AT SUPERHEATER 1 OUTPUT,FLOW AT SUPERHEATER 1 OUTPUT,FLOW AT SUPERHEATER 2 OUTPUT,FLOW AT SUPERHEATER 2 OUTPUT,FLOW AT SUPERHEATER 2 OUTPUT,LPT Pressure Inlet Steam,LPT Pressure LP Inlet Steam,LPT Inlet Steam Temperature ,PRESSURE FROM EXHAUST LP TURBINE TO DEAERATOR,TEMPERATURE FROM EXHAUST LP TURBINE TO DEAERATOR,PRESSURE FROM EXHAUST LP TURBINE TO LP3 PREHEATERS,TEMPERATURE FROM EXHAUST LP TURBINE TO LP3 PREHEATERS,LP ST EXTRACTION TO LP PREHEATER 2 PRESSURE,LP ST EXTRACTION TO LP PREHEATER 2 TEMPERATURE,LP ST EXTRACTION TO LP PREHEATER 1 PRESSURE,LP ST EXTRACTION TO LP PREHEATER 1 TEMPERATURE,LPT Exhaust Temperature,Pressure Leak Off Steam,Condenser Pressure
28:00.0,+02:00,30.1012,30.3317,30.2164,29.3162,29.1905,29.3547,16.9556,16.9592,383.0625,9.9603,292.4967,3.6238,242.4306,0.6812,115.8294,-0.1911,75.1367,36.2186,-0.0424,0.0607
29:00.0,+02:00,30.1222,30.3754,30.2488,29.3213,29.2483,29.4069,16.9456,16.9501,383.3555,9.9533,290.9668,3.6136,242.3148,0.6778,115.8019,-0.1926,75.013,36.1752,-0.0426,0.0605
30:00.0,+02:00,30.0642,30.2466,30.1554,29.3738,29.2377,29.3892,16.9176,16.9203,382.8347,9.904,291.748,3.5935,242.1991,0.6722,115.6782,-0.1941,74.9089,36.1101,-0.0425,0.0602
31:00.0,+02:00,30.0727,30.3231,30.1979,29.3083,29.2385,29.3603,16.9565,16.9592,383.03,9.9603,291.8457,3.6177,242.2107,0.6791,115.6094,-0.1921,74.987,36.121,-0.0426,0.0603
32:00.0,+02:00,30.0452,30.2673,30.1562,29.329,29.2635,29.4334,16.9248,16.9275,382.9486,9.8938,291.4225,3.598,242.257,0.6742,115.6438,-0.1933,75.0065,36.121,-0.0426,0.0604
33:00.0,+02:00,30.0525,30.2675,30.16,29.3249,29.2393,29.3936,16.961,16.9637,383.2741,9.9616,292.2038,3.6257,242.2107,0.6824,115.6301,-0.1906,75.0456,36.2295,-0.0423,0.0608
34:00.0,+02:00,30.0742,30.2482,30.1612,29.3324,29.2224,29.4079,16.9474,16.9501,383.209,9.9071,290.7878,3.6123,242.3033,0.6791,115.7331,-0.1914,75.1107,36.2837,-0.0424,0.0608
35:00.0,+02:00,30.0542,30.2677,30.1609,29.3003,29.205,29.3494,16.8679,16.8733,382.8509,9.9166,292.0247,3.597,242.2107,0.6737,115.7331,-0.1936,74.9089,36.1101,-0.0424,0.0603
36:00.0,+02:00,30.0618,30.1933,30.1276,29.2529,29.1571,29.3171,16.9465,16.9492,383.0951,9.9552,290.8691,3.6183,242.2454,0.6795,115.6919,-0.1918,75.0065,36.121,-0.0429,0.0606
37:00.0,+02:00,30.0197,30.2544,30.137,29.3388,29.1681,29.3974,16.9393,16.942,383.03,9.9502,291.3574,3.6215,242.1991,0.6809,115.6782,-0.1913,75.0195,36.1752,-0.0424,0.0605
38:00.0,+02:00,30.0234,30.2212,30.1223,29.2529,29.1962,29.2882,16.9691,16.9764,382.9323,9.971,291.0319,3.6343,242.2685,0.6847,115.6919,-0.1899,75.1367,36.1752,-0.0425,0.0605
39:00.0,+02:00,29.9706,30.2703,30.1204,29.2411,29.1644,29.2918,16.9791,16.9818,382.916,9.9761,289.5996,3.6362,242.3148,0.6854,115.7469,-0.1896,75.1823,36.1752,-0.0426,0.0605
40:00.0,+02:00,29.9648,30.1712,30.068,29.2702,29.2026,29.3243,16.9736,16.9773,382.6556,9.9299,288.4114,3.6279,242.338,0.6836,115.7744,-0.1898,75.1953,36.1752,-0.0422,0.0607
41:00.0,+02:00,29.9856,30.2089,30.0973,29.2228,29.1633,29.326,16.9845,16.9863,383.1113,9.9786,289.567,3.6406,242.3264,0.6871,115.795,-0.189,75.2148,36.2295,-0.0422,0.0607
42:00.0,+02:00,29.9589,30.1851,30.072,29.239,29.2154,29.34,16.9953,16.999,383.1439,9.9869,288.4114,3.64,242.3727,0.6865,115.85,-0.1892,75.2148,36.2186,-0.0426,0.0608
43:00.0,+02:00,30.0582,30.3225,30.1903,29.2632,29.1696,29.3465,17.0026,17.0044,383.1602,9.9919,287.1582,3.64,242.3727,0.6867,115.85,-0.1893,75.2148,36.1752,-0.0426,0.0607
44:00.0,+02:00,29.9957,30.1979,30.0968,29.283,29.2152,29.3596,17.0017,17.0044,382.9486,9.9489,286.0514,3.6266,242.338,0.6832,115.8294,-0.1905,75.1758,36.1752,-0.0428,0.0605
45:00.0,+02:00,30.0202,30.2888,30.1545,29.2371,29.1787,29.3075,16.9926,16.9953,382.737,9.9805,287.8581,3.6304,242.2454,0.6836,115.74,-0.1905,75.1172,36.1644,-0.0426,0.0605
46:00.0,+02:00,30.0401,30.2522,30.1461,29.2558,29.2172,29.2781,17.0044,17.008,383.03,9.99,286.9792,3.6349,242.2454,0.6847,115.7263,-0.1902,75.1367,36.1644,-0.0428,0.0607
47:00.0,+02:00,30.0343,30.2379,30.1361,29.2651,29.1908,29.3026,16.9755,16.9782,382.8509,9.9261,287.1094,3.6183,242.2454,0.6806,115.7331,-0.191,75.1107,36.1644,-0.0427,0.0605
48:00.0,+02:00,30.0245,30.2564,30.1405,29.2559,29.2032,29.2839,16.9745,16.9782,382.8509,9.9375,289.8438,3.6231,242.1875,0.6819,115.7057,-0.1905,75.1042,36.1861,-0.0424,0.0607
49:00.0,+02:00,30.0779,30.2688,30.1733,29.2786,29.1933,29.3207,16.98,16.9827,382.9486,9.9742,291.1784,3.6381,242.2107,0.6863,115.7331,-0.1894,75.1758,36.1644,-0.0424,0.0607
50:00.0,+02:00,30.0081,30.2612,30.1346,29.2617,29.1871,29.3668,16.9311,16.933,382.8835,9.9014,290.8203,3.6136,242.2107,0.6794,115.7813,-0.1911,75.1367,36.1101,-0.0425,0.0605
51:00.0,+02:00,30.046,30.2256,30.1358,29.2745,29.2153,29.3384,16.9456,16.9492,383.0137,9.9546,291.0156,3.6343,242.257,0.6854,115.8019,-0.1892,75.1758,36.1752,-0.042,0.0605
52:00.0,+02:00,30.0003,30.2179,30.1091,29.2437,29.1989,29.3616,16.9266,16.9293,382.916,9.9438,289.5833,3.6298,242.3727,0.6844,115.8706,-0.1894,75.2083,36.2295,-0.0424,0.0608
53:00.0,+02:00,29.9536,30.2263,30.09,29.2619,29.2517,29.3352,16.9058,16.9094,382.7858,9.8888,288.2487,3.6123,242.3611,0.6797,115.9049,-0.1909,75.1497,36.2729,-0.0426,0.0608
54:00.0,+02:00,29.9267,30.1838,30.0552,29.2649,29.2156,29.3556,16.904,16.9067,382.7858,9.928,289.4694,3.6206,242.2685,0.6818,115.8431,-0.1903,75.1107,36.2186,-0.0426,0.0608
55:00.0,+02:00,29.9665,30.1516,30.0591,29.2612,29.197,29.2536,16.8941,16.8968,382.6882,9.9236,288.2975,3.6158,242.2685,0.6798,115.8294,-0.1911,75.1172,36.1644,-0.0429,0.0606
56:00.0,+02:00,29.9691,30.1867,30.0779,29.2532,29.1836,29.2812,16.8814,16.8859,382.737,9.8691,288.3789,3.5992,242.1991,0.6756,115.795,-0.1924,75.0456,36.1535,-0.0427,0.0604
57:00.0,+02:00,29.9668,30.1943,30.0806,29.2602,29.1883,29.3312,16.904,16.9067,382.7533,9.9286,288.8672,3.6177,242.2454,0.6806,115.7744,-0.1909,75.0846,36.1752,-0.0426,0.0605
58:00.0,+02:00,29.9579,30.1274,30.0427,29.2773,29.2346,29.3322,16.9103,16.9113,382.6882,9.9343,287.5977,3.6222,242.2801,0.6819,115.7606,-0.1903,75.1432,36.1101,-0.0428,0.0605
59:00.0,+02:00,29.9783,30.2342,30.1063,29.3132,29.2309,29.3059,16.8986,16.904,382.6231,9.9293,288.5091,3.6238,242.257,0.6826,115.7606,-0.1902,75.1172,36.1644,-0.0427,0.0605
00:00.0,+02:00,29.9884,30.2076,30.098,29.3116,29.2521,29.3852,16.9384,16.9411,382.8997,9.9546,287.7604,3.6365,242.3264,0.6863,115.8362,-0.1887,75.2344,36.2729,-0.0425,0.0608
01:00.0,+02:00,29.9961,30.2265,30.1113,29.2927,29.2277,29.3948,16.933,16.9339,382.6068,9.9476,286.4258,3.625,242.338,0.6826,115.8775,-0.1902,75.1953,36.1752,-0.0429,0.0607
02:00.0,+02:00,29.9857,30.2274,30.1065,29.2537,29.2082,29.32,16.9411,16.9429,382.4603,9.9533,285.2864,3.6263,242.2222,0.6832,115.8362,-0.1902,75.1497,36.1644,-0.0427,0.0606
03:00.0,+02:00,29.9937,30.2227,30.1082,29.2479,29.1073,29.3478,16.9221,16.9248,382.6068,9.9407,286.377,3.6126,242.1296,0.6786,115.7263,-0.1921,75.0325,36.0667,-0.0428,0.0603
04:00.0,+02:00,29.983,30.2063,30.0946,29.2335,29.1901,29.275,16.9393,16.9411,382.916,9.9489,286.0026,3.6158,242.0949,0.6791,115.6575,-0.1916,75.0716,36.1101,-0.0429,0.0605
05:00.0,+02:00,29.9916,30.2374,30.1145,29.2642,29.181,29.2729,16.9348,16.9384,383.0137,9.8983,285.0749,3.6027,242.037,0.6759,115.6026,-0.1926,75.0065,36.1101,-0.0426,0.0605
06:00.0,+02:00,30.059,30.22,30.1395,29.2444,29.1679,29.308,16.9727,16.9773,383.1927,9.9679,286.8815,3.6231,241.9792,0.6816,115.5888,-0.191,75.0521,36.121,-0.0426,0.0605
07:00.0,+02:00,30.062,30.1992,30.1306,29.2502,29.2198,29.3217,16.9981,17.0008,383.1927,9.9856,285.8073,3.6288,242.1065,0.6832,115.6369,-0.1907,75.1107,36.1101,-0.043,0.0605
08:00.0,+02:00,30.0509,30.3578,30.2043,29.2963,29.1795,29.3805,16.9836,16.9863,383.2578,9.9691,286.2305,3.6171,242.0833,0.6797,115.6919,-0.192,75.0521,36.1101,-0.0427,0.0604
09:00.0,+02:00,30.0595,30.2603,30.1599,29.2354,29.1862,29.3094,16.8009,16.8009,383.1602,9.8495,286.5397,3.5725,242.0833,0.6669,115.6988,-0.1947,75.0195,36.0667,-0.0426,0.0603
10:00.0,+02:00,29.8953,30.1226,30.009,29.1419,29.098,29.2181,16.9565,16.9592,383.4369,9.9008,285.4167,3.5922,242.1528,0.6715,115.7125,-0.1941,74.9154,36.0559,-0.043,0.0602
11:00.0,+02:00,29.7813,30.0137,29.8975,28.9804,28.9436,29.0465,16.8697,16.8733,383.2415,9.8812,288.3626,3.5754,241.9676,0.6668,115.5339,-0.1965,74.7461,35.9474,-0.0428,0.06
12:00.0,+02:00,29.729,29.9442,29.8366,28.9393,28.8261,29.067,16.8434,16.8462,383.0788,9.8875,289.6647,3.5747,241.9792,0.6668,115.5201,-0.1962,74.7396,35.9582,-0.0425,0.0601
13:00.0,+02:00,29.6313,29.9226,29.777,29.0335,28.9427,29.1216,16.8082,16.8118,382.916,9.8153,289.3555,3.5556,241.9329,0.6614,115.5201,-0.1973,74.72,35.9474,-0.0428,0.0599
14:00.0,+02:00,29.6115,29.8028,29.7072,28.998,28.9309,29.0689,16.7847,16.7874,383.2904,9.7957,294.2708,3.5502,241.8403,0.6604,115.3827,-0.1977,74.6419,35.904,-0.0427,0.0598
15:00.0,+02:00,29.6193,29.7641,29.6917,28.9831,28.9211,29.014,16.7657,16.7693,382.9323,9.816,296.9238,3.5642,241.8519,0.6646,115.417,-0.1959,74.7461,36.0125,-0.0425,0.0601
16:00.0,+02:00,29.5353,29.68,29.6077,28.9489,28.8765,29.0496,16.7485,16.7512,383.0462,9.8318,296.5657,3.5754,241.9908,0.6683,115.4651,-0.1947,74.8177,36.0559,-0.0427,0.0603
17:00.0,+02:00,29.4689,29.6936,29.5812,28.9094,28.8446,28.9571,16.6734,16.6762,382.4115,9.7394,296.2239,3.5451,241.9329,0.6598,115.5682,-0.1968,74.7591,35.9582,-0.0427,0.0599
18:00.0,+02:00,29.4291,29.7518,29.5905,28.8137,28.7571,28.8274,16.6644,16.6671,382.3464,9.7812,296.6797,3.5626,241.956,0.6649,115.4926,-0.1953,74.7852,36.0667,-0.0426,0.0601
19:00.0,+02:00,29.4237,29.6199,29.5218,28.768,28.7,28.8698,16.5921,16.5939,382.1674,9.6862,296.5006,3.527,241.8403,0.6551,115.4995,-0.1981,74.694,35.9474,-0.043,0.0597
20:00.0,+02:00,29.3771,29.5605,29.4688,28.6972,28.6119,28.7591,16.5035,16.5071,381.8907,9.5938,297.8516,3.4945,241.7361,0.6469,115.3689,-0.2001,74.6419,35.8931,-0.0429,0.0597
21:00.0,+02:00,29.252,29.5626,29.4073,28.6376,28.5735,28.7346,16.5197,16.5243,381.8093,9.6938,297.9655,3.5245,241.6204,0.6538,115.2933,-0.1986,74.5898,35.7846,-0.0429,0.0595
22:00.0,+02:00,29.2431,29.4555,29.3493,28.5436,28.4594,28.5587,16.2783,16.2765,381.5001,9.4767,298.5189,3.4449,241.6088,0.6323,115.1971,-0.2039,74.4857,35.7846,-0.0426,0.0592
23:00.0,+02:00,29.1616,29.3528,29.2572,28.482,28.3932,28.491,16.225,16.2286,381.1094,9.4413,299.8372,3.4296,241.3426,0.6279,115.094,-0.2051,74.362,35.7304,-0.0427,0.0591
24:00.0,+02:00,28.9995,29.2266,29.1131,28.3414,28.3062,28.4108,16.2964,16.3,380.6212,9.4799,301.3672,3.4417,241.0995,0.6315,114.9497,-0.2046,74.2578,35.7846,-0.0425,0.0592
25:00.0,+02:00,28.8904,29.1963,29.0433,28.2098,28.109,28.2511,16.0532,16.0568,380.3445,9.3944,302.6855,3.387,240.8102,0.615,114.7642,-0.2103,73.8411,35.5242,-0.0425,0.0583
26:00.0,+02:00,28.723,28.9493,28.8362,28.1021,27.9651,28.2278,16.14,16.1445,379.7586,9.4109,304.1178,3.4035,240.4861,0.6198,114.4755,-0.2087,73.9648,35.5242,-0.0426,0.0585
27:00.0,+02:00,28.5699,28.7666,28.6683,27.8583,27.8148,27.9188,16.045,16.0496,379.4005,9.3533,305.5013,3.3764,240.1158,0.6122,114.2007,-0.211,73.8607,35.4157,-0.0427,0.058
28:00.0,+02:00,28.3166,28.6316,28.4741,27.7275,27.648,27.8001,15.9609,15.9646,378.7007,9.2957,306.9336,3.3532,239.757,0.606,113.8708,-0.2125,73.763,35.4049,-0.0425,0.0579
29:00.0,+02:00,27.6056,27.8572,27.7314,27.078,27.0104,27.1664,15.6779,15.6788,377.9357,9.102,308.2031,3.2752,239.2593,0.5846,113.5616,-0.2186,73.457,35.2963,-0.0424,0.0576
30:00.0,+02:00,26.8535,27.1207,26.9871,26.3723,26.3106,26.4186,15.1336,15.1372,376.7801,8.7729,309.3587,3.1234,238.6921,0.5398,113.1561,-0.2317,72.7214,34.9817,-0.0427,0.056
31:00.0,+02:00,26.5421,26.7936,26.6678,25.8129,25.7507,25.8726,14.8424,14.847,375.7548,8.5798,310.6608,3.0461,237.9977,0.5176,112.5514,-0.2386,72.1094,34.6019,-0.0428,0.0552
32:00.0,+02:00,26.1216,26.4078,26.2647,25.6832,25.6102,25.7648,14.639,14.6435,374.8433,8.4513,312.207,3.0044,237.338,0.5065,111.981,-0.2412,71.8099,34.3849,-0.0428,0.0547
33:00.0,+02:00,25.9748,26.2548,26.1148,25.4948,25.4227,25.5476,14.497,14.5007,373.6715,8.3564,314.0137,2.9745,236.8287,0.4989,111.4793,-0.243,71.6862,34.2764,-0.0428,0.0543
34:00.0,+02:00,25.7193,26.0591,25.8892,25.3035,25.2041,25.4145,14.3795,14.3813,373.0367,8.2741,315.7878,2.9445,236.2616,0.4907,111.0739,-0.2455,71.5495,34.1679,-0.0427,0.0541
35:00.0,+02:00,25.6034,25.8617,25.7325,25.0153,24.9743,25.0614,14.2656,14.2692,372.1741,8.1975,317.3503,2.9197,235.7755,0.4839,110.6272,-0.2475,71.3411,34.0594,-0.0426,0.0538
36:00.0,+02:00,25.3854,25.6638,25.5246,24.8579,24.8071,24.9676,14.1516,14.1562,371.3766,8.1247,318.636,2.8962,235.2662,0.4776,110.2355,-0.2488,71.263,34.0052,-0.0428,0.0535
37:00.0,+02:00,25.2392,25.5011,25.3701,24.6861,24.6189,24.7815,14.0422,14.0467,370.5791,8.0589,319.6289,2.8726,234.8033,0.4712,109.8712,-0.2509,71.1654,33.8315,-0.0425,0.0532
38:00.0,+02:00,24.8974,25.1619,25.0297,24.3776,24.3436,24.4127,13.9319,13.9355,370.0909,7.9766,320.3288,2.8379,234.3171,0.4621,109.5139,-0.2536,70.9766,33.6796,-0.0426,0.0528
39:00.0,+02:00,24.6339,24.9058,24.7698,24.1042,24.0498,24.1755,13.7429,13.7456,369.2282,7.862,320.7682,2.786,233.7963,0.4466,109.1153,-0.2581,70.6706,33.5711,-0.0424,0.0524
40:00.0,+02:00,24.5214,24.8192,24.6703,23.9157,23.8383,23.9932,13.5766,13.5811,368.5284,7.7538,321.0775,2.7367,233.2523,0.4322,108.6892,-0.2627,70.3125,33.4518,-0.0425,0.0519
41:00.0,+02:00,25.2714,25.5844,25.4279,24.458,24.3757,24.5403,13.7746,13.7782,368.0564,7.8975,321.2565,2.8102,232.7662,0.4535,108.2494,-0.2567,70.3971,33.3541,-0.0426,0.0518
42:00.0,+02:00,25.8036,26.0784,25.941,25.0347,24.9891,25.0803,14.1833,14.1878,367.8286,8.1526,321.3867,2.9487,232.6505,0.4956,108.0295,-0.2438,71.224,33.5711,-0.0431,0.0527
43:00.0,+02:00,25.6074,25.9387,25.7731,25.0121,24.9515,25.077,14.3307,14.3343,367.5681,8.2412,321.5495,2.9913,232.6968,0.5095,108.0845,-0.2386,71.8815,33.7773,-0.0432,0.0534
44:00.0,+02:00,25.6527,25.9562,25.8044,24.9245,24.8864,24.9365,14.2846,14.2873,367.2263,8.2203,321.403,2.9283,232.4653,0.489,108.0433,-0.2461,71.6471,33.6796,-0.0429,0.0529
45:00.0,+02:00,25.8182,26.2448,26.0315,25.1361,25.0742,25.2532,14.3723,14.3768,367.0962,8.2728,321.1588,2.9028,231.5741,0.4782,107.5141,-0.2515,71.1589,33.5169,-0.0428,0.0524
46:00.0,+02:00,25.8035,26.1242,25.9638,25.0933,25.0522,25.1344,14.422,14.4265,366.5428,8.2874,320.9635,2.8863,230.5787,0.472,106.7101,-0.2547,70.8724,33.4518,-0.0427,0.0521
47:00.0,+02:00,25.7575,26.014,25.8857,24.9934,24.9696,25.0173,14.2258,14.2294,366.1847,8.1684,320.6868,2.8201,229.6991,0.4526,105.9748,-0.261,70.4753,33.2999,-0.0427,0.0514
48:00.0,+02:00,25.6923,25.9723,25.8323,24.9837,24.9209,25.0465,14.2674,14.271,366.0545,8.1652,320.5241,2.8354,229.0278,0.4571,105.2944,-0.2594,70.3646,33.2456,-0.0432,0.0516
49:00.0,+02:00,25.5942,25.8738,25.734,24.8654,24.8601,24.8707,14.1959,14.2005,365.9406,8.1241,320.3613,2.8624,228.7963,0.4676,104.9371,-0.2551,70.5859,33.2999,-0.0429,0.0517
50:00.0,+02:00,25.536,25.8549,25.6955,24.8398,24.7883,24.8912,14.1498,14.1534,365.6476,8.1102,320.1985,2.9079,229.1088,0.4843,105.1089,-0.2476,71.1003,33.4084,-0.0434,0.0521
51:00.0,+02:00,25.4841,25.8224,25.6532,24.7895,24.7564,24.8289,14.1073,14.1118,365.4849,8.107,320.0358,2.9407,229.6528,0.4971,105.5556,-0.2417,71.6016,33.5169,-0.0434,0.0525
52:00.0,+02:00,25.4736,25.8367,25.6349,24.7867,24.7155,24.8274,14.0874,14.092,365.257,8.1146,319.7103,2.9347,230.1158,0.4943,106.0435,-0.2424,71.7122,33.5169,-0.0432,0.0524
53:00.0,+02:00,25.4917,25.7744,25.6331,24.8112,24.7604,24.8012,14.0504,14.054,365.3709,8.0962,319.3848,2.9086,230.2431,0.486,106.284,-0.2457,71.5495,33.5169,-0.043,0.0521
54:00.0,+02:00,25.4831,25.834,25.6087,24.8054,24.7748,24.8642,14.016,14.0214,365.4523,8.0804,319.0592,2.879,230.1042,0.476,106.2496,-0.2494,71.2695,33.3541,-0.0428,0.0518
55:00.0,+02:00,25.5052,25.789,25.6471,24.8444,24.7627,24.839,14.0015,14.0042,365.5663,8.0677,318.7663,2.8602,229.6991,0.4691,106.0091,-0.252,71.0417,33.2999,-0.043,0.0515
56:00.0,+02:00,25.3964,25.659,25.5277,24.7049,24.6948,24.7789,13.9726,13.9771,365.3709,8.0418,318.457,2.8522,229.4329,0.4662,105.7686,-0.2534,70.8984,33.2456,-0.0429,0.0513
57:00.0,+02:00,24.9093,25.1603,25.0348,24.2813,24.3338,24.3286,13.6787,13.6742,365.2245,7.8215,318.1966,2.7787,229.375,0.4471,105.6655,-0.2578,70.7552,33.1805,-0.043,0.051
58:00.0,+02:00,24.5695,24.8122,24.6909,24.0063,24.0217,24.0902,13.5024,13.5042,365.5337,7.7449,317.9688,2.751,229.2824,0.4398,105.6586,-0.2596,70.4622,32.9852,-0.0434,0.0505
59:00.0,+02:00,24.4072,24.6874,24.5473,23.8294,23.7845,23.8038,13.2357,13.2402,365.5011,7.6,317.8385,2.6979,229.4676,0.4249,105.7274,-0.2634,70.293,32.9201,-0.0429,0.05
00:00.0,+02:00,24.194,24.4323,24.3132,23.7045,23.6561,23.674,13.27,13.2737,365.6802,7.5968,317.6758,2.7112,229.5949,0.4289,105.8717,-0.2626,70.2279,32.8225,-0.0428,0.0499
01:00.0,+02:00,23.8991,24.1868,24.0429,23.3553,23.3088,23.4069,13.1154,13.1181,365.8592,7.4993,317.6758,2.6816,229.8264,0.422,106.0366,-0.264,70.1367,32.8116,-0.0428,0.0498
02:00.0,+02:00,23.7048,23.9274,23.8161,23.0297,23.0295,23.0738,12.9689,12.9707,365.8104,7.4069,317.5781,2.6479,230.0463,0.4128,106.229,-0.2658,70.0391,32.7031,-0.0429,0.0495
03:00.0,+02:00,23.493,23.6554,23.5742,22.853,22.8194,22.9279,12.855,12.8577,366.0545,7.3405,317.4805,2.6151,230.2083,0.403,106.3665,-0.2687,69.8307,32.5946,-0.043,0.0491
04:00.0,+02:00,23.3381,23.5943,23.4662,22.7072,22.7238,22.7288,12.7872,12.7899,366.0545,7.2936,317.4316,2.5944,230.2431,0.3968,106.4283,-0.2711,69.6484,32.4861,-0.0429,0.0489
05:00.0,+02:00,23.2188,23.4319,23.3253,22.5931,22.5757,22.6874,12.7528,12.7555,366.1033,7.2677,317.3828,2.5823,230.2894,0.3927,106.4489,-0.2726,69.5117,32.4861,-0.0426,0.0486
06:00.0,+02:00,23.0556,23.2982,23.1769,22.4484,22.4654,22.4716,12.7022,12.704,366.201,7.2329,317.3828,2.5642,230.2894,0.3874,106.4283,-0.2745,69.3815,32.3776,-0.0427,0.0483
07:00.0,+02:00,22.9236,23.2032,23.0634,22.3805,22.386,22.4222,12.6859,12.6914,366.0057,7.2164,317.3828,2.5479,230.1736,0.3824,106.3802,-0.2767,69.2122,32.2799,-0.0427,0.0481
08:00.0,+02:00,22.8147,23.1087,22.9617,22.2672,22.2484,22.337,12.648,12.6507,366.2173,7.1829,317.3991,2.5234,230,0.3745,106.2565,-0.2794,69.043,32.2148,-0.0426,0.0478
09:00.0,+02:00,22.7481,22.9769,22.8625,22.1391,22.1431,22.153,12.61,12.6145,365.8104,7.1462,317.3503,2.4957,229.7222,0.3658,106.0091,-0.2829,68.7695,32.1063,-0.043,0.0473
10:00.0,+02:00,22.6049,22.8865,22.7457,22.0106,21.9915,22.0362,12.4599,12.4671,365.5988,7.062,317.3991,2.4502,229.3403,0.3521,105.6793,-0.2875,68.444,31.9436,-0.0432,0.0467
11:00.0,+02:00,22.5293,22.7683,22.6488,21.8475,21.8286,21.8992,12.5168,12.5196,365.2407,7.0708,317.3503,2.455,228.9931,0.3532,105.3288,-0.287,68.3398,31.8893,-0.0427,0.0467
